Time,Degrees
1,26.272022945556323
2,25.80757620243864
3,25.188746308625497
4,24.101157088553325
5,23.410646302374477
6,23.302845891818187
7,23.21065779502025
8,22.742694416138995
9,22.44030682383929
10,22.464218606968394
11,22.52815017572507
12,22.609260761893534
13,23.03721989257406
14,23.22158210315286
15,23.382564936508253
16,23.582906185383354
17,23.79738163547268
18,24.034463826719936
19,24.267552504699076
20,24.468960057620176
21,24.85740700188402
22,25.790703235846753
23,26.385510737326022
24,27.531031458326964
25,29.21352615034858
26,32.309886584802875
27,34.338336144352546
28,36.82336868957663
29,38.84809556925531
30,40.054297749710834
31,41.91755285537094
32,44.44216141083832
33,47.82623299916289
34,50.33127396762742
35,51.69655669792636
36,53.525331217068775
37,55.89385466517059
38,57.34171786041153
39,58.47824399792357
40,59.915555282318685
41,61.52446149879168
42,63.41949464344987
43,64.85032721628804
44,65.687258456355
45,66.81176140144001
46,67.51034614000737
47,68.83044217088323
48,70.69122298903699
49,72.08321338940743
50,72.60143843619602
51,73.35042367411754
52,73.56960737336712
53,73.97890267022217
54,74.81383370840203
55,75.1495306669845
56,75.34665232407352
57,75.63206936418146
58,75.7661183798028
59,75.85555948710945
60,75.87833023070857
61,75.8490530866152
62,75.80190774369702
63,75.71461731153165
64,75.11617537609996
65,74.8512111661627
66,74.20706119249013
67,73.68095301300012
68,73.0962475735883
69,71.96294302261259
70,70.25658430904589
71,68.25660014280484
72,66.6063973575777
73,65.41604409893554
74,64.4784733431145
75,63.378259474461075
76,62.428209947878614
77,60.55692979707814
78,59.11569805139387
79,58.09527721698552
80,56.73915806254498
81,55.55324942810909
82,54.596688764588244
83,52.955096214997724
84,51.04307894748429
85,49.44938823650784
86,48.60459512551422
87,47.83972570911196
88,46.55225351110763
89,44.65594655830446
90,43.18881665797478
91,42.75415059122086
92,42.32904440689903
93,41.36775151078106
94,40.20540256533844
95,39.01827316006355
96,37.85157790878974
97,36.20368494640775
98,34.55779680406993
99,32.449670675774
100,30.532969741038535
101,29.165098425256424
102,28.813130706862392
103,26.881932554500704
104,25.624840066735743
105,25.187275564350262
106,24.240731230435557
107,23.10956542324665
108,22.44722935847494
109,22.182470684097897
110,22.188146005866887
111,22.208139147753226
112,22.39929737791807
113,22.473241283805496
114,22.44060234663932
115,22.474256179481465
116,22.60444023145126
117,22.698208079303527
118,22.57399590913806
119,22.459244782857112
120,22.510324891678778
121,22.54805047454536
122,22.56787445809304
123,22.611800229448754
124,22.75244459588818
125,22.685584334320904
126,22.8275715713468
127,23.150745894151893
128,23.43356975521026
129,23.748654677947005
130,24.18274102704463
131,25.086249809105457
132,25.82087366653565
133,26.632030418578935
134,27.54764927337743
135,29.421345952212757
136,31.401455114765426
137,34.02026682199413
138,37.297376580360584
139,39.97545678404854
140,41.93768188432303
141,44.090265255090095
142,46.122718182711424
143,48.49482091581009
144,51.25097189955252
145,53.37164538560931
146,55.115158890651216
147,57.247219984895835
148,58.68167552896979
149,60.469715054961576
150,61.65266046567223
151,63.30405590146119
152,64.91371065948348
153,66.61544118009728
154,68.24493796818594
155,70.15029018542819
156,71.64728924026053
157,72.67915161782686
158,74.48572710775993
159,75.63972058044713
160,77.06622347943467
161,78.24514844233347
162,79.16634301951846
163,80.57879925924831
164,82.1727633136661
165,83.58941924494691
166,84.38807492560719
167,85.5927563501603
168,86.66831750116702
169,87.82467492271485
170,88.77464078909051
171,89.44534627441057
172,89.95749729489644
173,90.67877011323732
174,91.52652007828262
175,92.445528716406
176,93.19592184314143
177,93.44475434075677
178,93.75002546994146
179,93.99768693593163
180,94.38799296748643
181,94.76965759451333
182,95.15419466401744
183,95.52131691134907
184,95.98706235115777
185,96.40388324945826
186,96.72493649586173
187,96.81479381690532
188,96.86697802462197
189,96.73726046605978
190,96.60521317459865
191,96.57425868339028
192,96.72476127858805
193,96.75700347081103
194,96.92721333824902
195,96.78397096200426
196,96.6329555120755
197,97.16851291445563
198,97.69496605582358
199,97.75146292388
200,97.77829980086902
201,97.85193382344399
202,98.05267801188366
203,98.158092854235
204,98.4713468937276
205,98.82606535095911
206,98.97608732433437
207,99.12681783551612
208,99.17066015601405
209,99.14587746381021
210,99.16948951683554
211,99.12687303734499
212,98.96232969534007
213,98.48145841903226
214,97.97125195149016
215,97.87922655542947
216,96.90892011881232
217,96.11160929554178
218,95.73730549472286
219,95.41327698018094
220,94.62318199646157
221,93.93345592805036
222,93.06396061931432
223,91.94780505245915
224,91.70374651299124
225,91.23165234394205
226,90.303219331626
227,88.70194114853349
228,86.89501610531269
229,84.86840126957551
230,82.78584425445219
231,80.77821862894321
232,78.07090286177777
233,75.78987061118734
234,73.70513253205289
235,72.30983689105231
236,70.51314237361602
237,68.42029031230004
238,65.94378332157555
239,63.30971303633351
240,61.814974459551216
241,59.89031108659855
242,58.358923812830845
243,56.355708355234945
244,54.038201857272675
245,51.779031665900185
246,49.89263528477783
247,47.44211737505621
248,45.14738536813998
249,43.895358378662095
250,42.51764558009919
251,41.37477329291567
252,40.13547354671105
253,37.989113183324
254,35.80270416525125
255,34.415751449651864
256,32.62188792875855
257,31.55466457166277
258,30.623812980773273
259,29.97863458916203
260,29.535693543794014
261,29.335517991985753
262,28.803844783187742
263,28.50662371118242
264,28.39651154786502
265,27.991564949883127
266,27.45370337506674
267,27.205398812910705
268,26.972205357349864
269,26.92851458551899
270,26.935693467315804
271,26.89502423342477
272,26.886575526948494
273,26.83060876912887
274,26.852947828042577
275,27.083766417154987
276,27.36660199193315
277,27.714579495147344
278,27.934019872658116
279,28.641043612566644
280,28.84884651334855
281,28.883583979372997
282,28.890350431811957
283,28.844107992362364
284,29.010561028296255
285,29.20041773163852
286,29.797532047618805
287,31.145290607280803
288,32.24830590297201
289,34.377995316713594
290,37.746131242600434
291,39.73350825051347
292,41.62728380476683
293,43.61649251011574
294,45.2633400974933
295,47.29410840087479
296,49.55244679193244
297,51.68512216394378
298,53.710204119150596
299,55.595532451661796
300,57.292191007724384
301,59.63654606415452
302,61.74566933270572
303,63.52064697587322
304,65.36725169702203
305,67.24112869351237
306,69.76290422935844
307,72.19995228108887
308,74.58505842366768
309,76.21559796025682
310,78.27716870035127
311,79.78336865389025
312,81.79438676912805
313,83.76356214116338
314,84.90899162185661
315,86.54418899657753
316,87.93830688901257
317,89.74341733395424
318,92.15295082358867
319,93.84264445494556
320,94.84985397813566
321,95.82042199802676
322,97.39568528730476
323,97.90672487778748
324,99.57895031880204
325,100.8253929103667
326,102.62912302528783
327,104.68111599827192
328,106.25477514301511
329,106.93589947183501
330,107.99470047296738
331,109.03640733098779
332,110.15173909488375
333,110.71184787779626
334,110.85686583565082
335,111.52385537757823
336,112.82255667092015
337,113.72186947909164
338,114.42074570354744
339,114.93758592917816
340,114.95350995189527
341,115.39765553543606
342,116.17965091949802
343,116.25337317856913
344,117.61141854709925
345,118.7450308049256
346,118.77837049517339
347,119.25220228403676
348,119.70964203280144
349,120.42111408127266
350,121.24971847153219
351,122.58530029203267
352,123.25405662601894
353,123.19085895457602
354,124.17319243929609
355,124.9947178612301
356,125.42232178573998
357,125.93985968126879
358,126.50952356706152
359,126.17234434134043
360,126.41692744058906
361,127.0709181739708
362,127.25527374295491
363,127.60508423668668
364,127.95009587412252
365,128.39456890243414
366,128.73205436550677
367,128.98622795890284
368,129.1077843264922
369,129.1770433755476
370,129.06511014247764
371,129.0343413806542
372,129.0929912302628
373,129.18366165627089
374,129.340338789613
375,129.58342206153392
376,129.66857602664695
377,129.66718869578085
378,129.7366955593234
379,129.74350427980056
380,129.87606890510799
381,130.18323989342264
382,130.42747282030768
383,130.38474589346862
384,130.22362361472622
385,130.26737247918544
386,129.65846559058622
387,129.22012566001558
388,128.6520494367813
389,127.86928247314292
390,126.76056509265192
391,125.891802471867
392,124.81565080222718
393,123.7526652880992
394,122.45304796697145
395,121.06900387613177
396,120.3264844881362
397,119.32067367459432
398,117.59753027283413
399,116.61062166875244
400,115.41665579213496
401,114.44695392177701
402,113.19665756719917
403,112.4252122221579
404,111.23296569705587
405,110.22339383437968
406,109.42249171146463
407,108.82560231197665
408,107.29042279267505
409,105.74398299314358
410,103.6943836953446
411,102.4567426067676
412,101.46249906529788
413,100.47841567746033
414,98.89678040325965
415,97.79439256300788
416,95.39681602487798
417,94.34872839393232
418,92.94444990759023
419,91.05843585233119
420,89.02779357459947
421,87.57203380676386
422,86.46203028716252
423,84.84160585652661
424,83.10399886021834
425,81.3339682078662
426,79.49977785336611
427,77.7348115504433
428,76.08396234892119
429,74.34055194102001
430,71.82543897116416
431,68.5011766877588
432,65.93060336521424
433,63.17421492469986
434,60.75081984108606
435,58.348653101412474
436,55.520564254938826
437,52.436922519593615
438,49.23448209032686
439,45.97072107688429
440,43.42642589525382
441,40.9147090241299
442,38.19585353692873
443,35.392043785276705
444,32.51809760351039
445,30.060479976985413
446,28.597850974013674
447,28.288635943338967
448,27.86125690032175
449,27.23612288776884
450,26.094461567900268
